node_id	application_name	flags	key	anonymized	count	first_attempt_count	max_retries	last_error	rows_avg	rows_var	parse_lat_avg	parse_lat_var	plan_lat_avg	plan_lat_var	run_lat_avg	run_lat_var	service_lat_avg	service_lat_var	overhead_lat_avg	overhead_lat_var
# 0 rows
